rev_id,sentiment,sentiment_score
577715726,negative,-0.866915
577717734,negative,-0.882286
577732962,negative,-0.966016
577741331,positive,0.87453
577743385,neutral,0.0
577743804,neutral,0.0
577743973,positive,0.490315
577758832,negative,-0.540774
577789717,negative,-0.938012
577789783,negative,-0.619315
577808689,negative,-0.878376
577835294,negative,-0.821084
577840292,neutral,0.0
577840520,neutral,0.0
577859352,negative,-0.560862
577889340,neutral,0.0
577910713,neutral,0.0
577911909,neutral,0.0
577941988,neutral,0.0
577942642,neutral,0.0
577961387,negative,-0.92763
581178094,negative,-0.834036
581178845,neutral,0.0
581179450,neutral,0.0
581181547,neutral,0.0
581184263,negative,-0.909424
581185919,negative,-0.987284
581190609,positive,0.44203
581192678,neutral,0.0
581195670,positive,0.635712
581212769,negative,-0.969388
581213120,negative,-0.977056
581216215,positive,0.764812
581225492,negative,-0.814904
581227358,negative,-0.804833
581229632,negative,-0.831277
581233409,negative,-0.956554
581236331,negative,-0.357266
581247126,negative,-0.884045
581247362,negative,-0.846613
581251368,negative,-0.973372
581294143,neutral,0.0
581305978,negative,-0.658188
581335624,negative,-0.653094
581372734,negative,-0.704573
581373194,negative,-0.899681
581375877,negative,-0.650305
581402473,negative,-0.976221
581432308,negative,-0.845735
581441949,negative,-0.643208
581442374,negative,-0.565587
581490418,negative,-0.442954
581492269,negative,-0.820075
581494970,negative,-0.917908
581506675,negative,-0.896681
571837063,negative,-0.555608
571839364,negative,-0.454662
571845179,negative,-0.669541
571848783,negative,-0.402319
571897963,positive,0.700566
574982316,negative,-0.413664
574989968,negative,-0.88046
574990279,negative,-0.956694
574990312,negative,-0.983804
574990440,positive,0.779475
574992328,positive,0.306617
574994048,negative,-0.913397
575000234,negative,-0.977207
575000694,negative,-0.924882
575013598,positive,0.86428
575020103,positive,0.819547
575024293,negative,-0.967632
575024738,negative,-0.861175
575047761,neutral,0.0
575091575,neutral,0.0
575106859,neutral,0.0
575107055,negative,-0.808889
575123407,neutral,0.0
575124304,neutral,0.0
575244101,negative,-0.51946
575254295,negative,-0.693365
575255167,negative,-0.956979
575256877,negative,-0.995698
575281620,neutral,0.0
575281724,negative,-0.660028
575315551,negative,-0.826151
575324658,negative,-0.860282
575325620,neutral,0.0
575374588,negative,-0.990497
575379300,negative,-0.928465
575382402,negative,-0.621524
575382613,negative,-0.586214
575382787,negative,-0.563498
575437615,negative,-0.908964
575480219,negative,-0.737844
575515054,negative,-0.886877
575517119,neutral,0.0
575529784,negative,-0.865356
575535230,positive,0.356074
578980901,positive,0.600118
578984165,positive,0.952346
578988969,positive,0.722392
579003060,negative,-0.421675
579054808,neutral,0.0
579068451,negative,-0.985785
579071330,negative,-0.30364
579104888,negative,-0.945311
579104967,neutral,0.0
579141860,positive,0.38889
579158466,positive,0.643218
579191010,negative,-0.725406
579191610,neutral,0.0
579204407,negative,-0.856648
579206899,positive,0.680069
579226665,positive,0.924784
579229129,positive,0.976484
579232852,negative,-0.746489
579255589,negative,-0.571975
623056560,positive,0.451179
623097887,negative,-0.703244
626366139,positive,0.309868
626368433,negative,-0.874019
626368926,negative,-0.87528
626369560,neutral,0.0
626370347,neutral,0.0
626381224,positive,0.508157
626381632,negative,-0.958589
626382084,negative,-0.956288
626391422,positive,0.337962
626393003,neutral,0.0
626419102,negative,-0.41235
626424765,negative,-0.925326
626429380,negative,-0.972239
626434610,negative,-0.966349
626439569,negative,-0.995005
626485575,positive,0.805758
626489554,negative,-0.53034
626505200,negative,-0.761639
626549309,positive,0.576548
626608548,negative,-0.924877
626610891,negative,-0.997164
626615017,negative,-0.889179
626624534,negative,-0.413886
626624742,negative,-0.880107
626624871,negative,-0.78084
626625018,negative,-0.810877
626625252,negative,-0.871509
337534642,negative,-0.917275
337540276,neutral,0.0
337548585,negative,-0.904922
337551798,negative,-0.870473
337555514,negative,-0.829241
337568283,negative,-0.966513
337576877,neutral,0.0
337578440,neutral,0.0
337578839,negative,-0.58664
337579896,negative,-0.581632
337581605,negative,-0.854624
337587815,neutral,0.0
337596795,negative,-0.572727
337601119,neutral,0.0
337601153,positive,0.747593
337604649,negative,-0.663434
339313511,negative,-0.862389
339313604,positive,0.383908
339313773,negative,-0.739017
339320376,negative,-0.862832
339321728,neutral,0.0
339325407,negative,-0.922467
339326668,positive,0.615662
339337556,neutral,0.0
339339018,negative,-0.998136
339349809,negative,-0.300914
339353541,negative,-0.607065
339353694,neutral,0.0
339355952,positive,0.46943
339361229,positive,0.687292
339369497,negative,-0.999496
339370520,positive,0.615696
339377682,neutral,0.0
339379922,positive,0.554002
339380189,neutral,0.0
339380587,negative,-0.647935
339385705,positive,0.504546
339386027,neutral,0.0
339388257,negative,-0.959913
339390413,neutral,0.0
339390625,positive,0.793305
339391021,negative,-0.977222
339392348,positive,0.547292
339393562,negative,-0.518704
339395906,negative,-0.571861
339396449,positive,0.773554
339396997,negative,-0.986821
339398090,negative,-0.902726
339399384,positive,0.964666
339400748,negative,-0.981078
581546741,negative,-0.924719
581559490,negative,-0.990566
581563980,neutral,0.0
581592024,negative,-0.758013
581593174,negative,-0.476785
581652838,negative,-0.847435
585470102,neutral,0.0
585535669,negative,-0.922165
585601072,negative,-0.578258
585602226,neutral,0.0
585604545,neutral,0.0
585618227,neutral,0.0
585625342,neutral,0.0
585628803,negative,-0.96097
585632529,negative,-0.334868
585664122,positive,0.999919
585688776,neutral,0.0
585689508,neutral,0.0
585728251,negative,-0.57551
585728332,negative,-0.665658
585755350,neutral,0.0
585785627,negative,-0.338486
585787640,negative,-0.837002
585789765,neutral,0.0
585795502,neutral,0.0
585806884,negative,-0.263002
585807739,negative,-0.994459
585827302,neutral,0.0
588738320,negative,-0.92335
588754377,negative,-0.754731
588755132,negative,-0.801293
588755260,negative,-0.676156
588756317,negative,-0.629513
588758550,neutral,0.0
588764484,negative,-0.620675
588765635,negative,-0.825846
588769828,negative,-0.873801
588771510,negative,-0.946942
588805545,neutral,0.0
588805827,positive,0.514278
588818701,negative,-0.696197
588819331,negative,-0.821769
588830260,negative,-0.88987
588833330,neutral,0.0
588839601,negative,-0.767018
588844595,positive,0.47088
588872123,negative,-0.92558
588990660,neutral,0.0
588991055,neutral,0.0
589011800,negative,-0.91667
589014978,positive,0.463326
589015561,negative,-0.967451
589032613,neutral,0.0
589034778,neutral,0.0
589039509,neutral,0.0
589050939,negative,-0.628205
589052705,negative,-0.878746
589055340,negative,-0.772953
589056957,negative,-0.558818
589059608,positive,0.817745
579258486,neutral,0.0
579277951,negative,-0.929619
579279215,neutral,0.0
579295172,negative,-0.512127
579299394,negative,-0.742602
579359383,positive,0.85739
579363484,positive,0.504805
579364824,negative,-0.382362
579368798,negative,-0.8995
579369842,negative,-0.940084
579371676,negative,-0.820564
579372126,negative,-0.942371
579391166,neutral,0.0
579395104,neutral,0.0
579396535,negative,-0.378546
579401665,positive,0.900883
579523086,neutral,0.0
579544192,negative,-0.903854
579544671,negative,-0.779719
582073698,negative,-0.326805
582087223,positive,0.563253
582103953,negative,-0.502415
582105837,negative,-0.968753
582120659,neutral,0.0
582141914,neutral,0.0
582152931,negative,-0.334759
582203563,neutral,0.0
582216353,neutral,0.0
582237775,positive,0.552804
582241987,negative,-0.53176
582252620,negative,-0.775319
582252698,negative,-0.945951
582262324,negative,-0.718888
582264353,neutral,0.0
582296173,negative,-0.981385
582296670,negative,-0.999865
582296984,negative,-0.970601
582297376,positive,0.94932
582299266,negative,-0.533472
582299378,negative,-0.490217
582300203,negative,-0.601039
582300479,negative,-0.673307
582301505,negative,-0.997195
582304504,negative,-0.480703
582316289,negative,-0.646093
582320168,negative,-0.9621
582328801,neutral,0.0
582359096,negative,-0.913273
582370843,neutral,0.0
582401286,negative,-0.795325
582456913,negative,-0.643166
582457016,negative,-0.655455
582457307,negative,-0.890714
582526715,negative,-0.918417
582527392,negative,-0.299384
582577385,negative,-0.896151
582604319,negative,-0.626535
582604663,negative,-0.911594
582615400,neutral,0.0
582625876,negative,-0.977133
582626250,negative,-0.904348
582696123,negative,-0.830777
582696632,negative,-0.946426
582718880,negative,-0.881867
582763474,negative,-0.962697
582769560,positive,0.962035
582770410,positive,0.546706
582773467,negative,-0.982558
586547802,negative,-0.872939
586552599,negative,-0.528709
586559878,negative,-0.847546
586593612,neutral,0.0
626625549,negative,-0.912607
626629687,positive,0.557159
626631145,neutral,0.0
626683730,neutral,0.0
626699425,negative,-0.667866
626713061,positive,0.472882
626717257,positive,0.981001
626783634,negative,-0.884251
626786309,neutral,0.0
626817393,neutral,0.0
626823182,negative,-0.843268
626854929,neutral,0.0
626920422,negative,-0.742727
629709523,neutral,0.0
629709531,positive,0.911656
629709883,negative,-0.790888
629714383,neutral,0.0
629714800,negative,-0.425114
629714989,positive,0.742343
629736718,negative,-0.867142
629784014,neutral,0.0
629878151,neutral,0.0
629900629,negative,-0.374592
629900993,negative,-0.580585
629901914,negative,-0.598161
629935907,positive,0.684111
629969724,negative,-0.953216
629986242,negative,-0.496829
629987454,negative,-0.684638
629988559,negative,-0.957512
630015295,neutral,0.0
630032521,neutral,0.0
630037084,negative,-0.965391
630040261,negative,-0.250348
630040787,negative,-0.847766
630043187,negative,-0.866123
630043434,neutral,0.0
630045596,negative,-0.880873
630067510,negative,-0.458609
630075681,negative,-0.699852
630077069,negative,-0.874593
630077172,neutral,0.0
630081544,negative,-0.594652
630084544,negative,-0.957565
630095049,negative,-0.996339
630095506,negative,-0.818404
630103405,negative,-0.95368
630104684,negative,-0.745101
630144367,negative,-0.877984
630216620,negative,-0.97778
630217295,positive,0.264409
630228501,negative,-0.628284
632107812,positive,0.391768
632117495,neutral,0.0
632126568,neutral,0.0
632154715,negative,-0.896655
632160619,positive,0.4743
632164118,positive,0.644116
632178791,negative,-0.90301
632207545,negative,-0.973303
632208620,negative,-0.907131
632227954,positive,0.904544
632273159,negative,-0.997063
632276035,negative,-0.443642
339400964,negative,-0.929489
339412041,negative,-0.775343
339415868,negative,-0.433762
339419390,negative,-0.875171
339425161,negative,-0.725828
339438419,negative,-0.93719
339440024,negative,-0.485337
339447930,negative,-0.778047
339461383,negative,-0.934434
339478276,negative,-0.865166
339478966,negative,-0.865166
339482861,negative,-0.814253
339483513,neutral,0.0
339502205,negative,-0.9237
28284774,negative,-0.84342
28293478,negative,-0.550433
28293773,negative,-0.560202
29306385,negative,-0.599303
29311143,neutral,0.0
29313203,negative,-0.71212
29314908,negative,-0.847166
29317501,negative,-0.32844
29324318,negative,-0.521003
29325639,negative,-0.934286
29341882,negative,-0.637096
29351956,negative,-0.806609
29352085,negative,-0.989276
29352304,neutral,0.0
29352540,negative,-0.978317
29362798,negative,-0.494293
29372167,positive,0.845015
29373868,negative,-0.926891
29374037,positive,0.742777
29377426,neutral,0.0
29377797,neutral,0.0
29389615,negative,-0.96499
29406942,negative,-0.698946
29408684,positive,0.376828
29414216,positive,0.500841
29417346,negative,-0.83006
29418110,negative,-0.582
29418324,negative,-0.964112
29418739,negative,-0.990273
29419125,negative,-0.912594
29419241,negative,-0.920061
29434871,negative,-0.71578
29443216,neutral,0.0
29450009,negative,-0.768161
29450448,negative,-0.326998
29450874,negative,-0.610919
29455222,negative,-0.841126
29462760,negative,-0.849016
29476293,positive,0.458431
29476568,negative,-0.310778
29568989,negative,-0.925145
29569151,negative,-0.805931
29569416,negative,-0.993305
29572921,negative,-0.95099
29598965,neutral,0.0
29612922,neutral,0.0
29613298,negative,-0.407476
29619541,negative,-0.7785
29624513,neutral,0.0
29629022,neutral,0.0
29647442,negative,-0.636076
29660787,negative,-0.969438
29662419,neutral,0.0
589100039,negative,-0.780147
589115019,neutral,0.0
589116012,negative,-0.981722
589116798,negative,-0.94741
589116868,negative,-0.50453
589117071,negative,-0.681413
589117139,negative,-0.874856
589117336,negative,-0.800918
589182382,neutral,0.0
589203653,negative,-0.718542
589262094,negative,-0.952923
589275937,negative,-0.577409
589294031,negative,-0.973627
589386586,negative,-0.800577
589386731,neutral,0.0
592252948,negative,-0.982141
592254745,negative,-0.66952
592255227,negative,-0.860708
592255541,neutral,0.0
592256294,neutral,0.0
592269856,positive,0.348077
592270821,negative,-0.802534
592272171,positive,0.633128
592275464,negative,-0.822183
592281116,negative,-0.70258
592282477,neutral,0.0
592283701,negative,-0.92486
592284037,negative,-0.580217
592365744,negative,-0.921874
592367114,neutral,0.0
592388125,negative,-0.855863
592388197,negative,-0.887452
571509856,positive,0.862016
571510030,negative,-0.645071
571520388,negative,-0.980796
571530105,neutral,0.0
571531924,positive,0.535422
571561191,negative,-0.758052
571563554,neutral,0.0
571598177,neutral,0.0
571604396,negative,-0.695483
571610147,negative,-0.999734
571654007,positive,0.378566
571662026,negative,-0.961826
571662789,negative,-0.977194
574549639,negative,-0.95643
574627981,negative,-0.333467
574648435,neutral,0.0
574648687,neutral,0.0
574656497,neutral,0.0
18349853,neutral,0.0
18351079,neutral,0.0
18355852,neutral,0.0
18358322,neutral,0.0
19283488,neutral,0.0
19283523,neutral,0.0
19284148,neutral,0.0
19284626,negative,-0.915318
19286135,negative,-0.687881
19288386,negative,-0.678028
19289010,negative,-0.951604
19289135,negative,-0.372929
19289458,neutral,0.0
19296632,positive,0.282995
19298224,negative,-0.878962
19298502,negative,-0.801044
19299033,negative,-0.94377
19321680,negative,-0.875743
19322504,neutral,0.0
19323316,negative,-0.964587
19324577,negative,-0.991181
19325290,negative,-0.54944
19325731,negative,-0.376808
586635412,negative,-0.923585
586636745,positive,0.506622
586648748,negative,-0.891747
586683800,negative,-0.536398
586685811,positive,0.897346
586688430,negative,-0.854261
586691573,neutral,0.0
586700680,negative,-0.797817
586719915,negative,-0.947707
586727650,neutral,0.0
586731394,negative,-0.950726
586788965,neutral,0.0
586799974,neutral,0.0
586801247,neutral,0.0
586808010,negative,-0.723183
586810696,negative,-0.412312
586826896,negative,-0.7547
586831956,negative,-0.757054
586834515,negative,-0.951981
586837409,neutral,0.0
586839703,negative,-0.435933
586853542,positive,0.374593
586854872,positive,0.337969
586856331,negative,-0.64232
586966708,neutral,0.0
586970594,negative,-0.265539
586973120,negative,-0.786961
586997347,negative,-0.79786
587027264,negative,-0.903591
587027945,negative,-0.882472
587029089,negative,-0.600093
587035985,negative,-0.955753
587080490,positive,0.869431
587128739,positive,0.580493
587136067,positive,0.299721
587139837,negative,-0.998434
587148699,negative,-0.926679
587149301,negative,-0.86944
587195269,negative,-0.935
587213286,negative,-0.758994
587216970,negative,-0.803926
587278062,negative,-0.353438
590098795,positive,0.657608
590140885,negative,-0.820496
632296323,negative,-0.641899
632297188,positive,0.237524
632301639,neutral,0.0
632304224,negative,-0.987864
632317870,negative,-0.748147
632319931,neutral,0.0
632331759,neutral,0.0
632354884,negative,-0.926308
632355440,positive,0.847847
632355888,positive,0.989615
612736896,negative,-0.684551
612737152,neutral,0.0
612739353,negative,-0.992776
612741982,negative,-0.98314
612744103,negative,-0.928824
615091280,positive,0.99867
615091524,negative,-0.772339
615091810,negative,-0.999844
615091878,negative,-0.923856
615094634,neutral,0.0
615113268,neutral,0.0
615123040,positive,0.848665
615123500,negative,-0.275761
615133820,negative,-0.706479
615136842,negative,-0.902603
615137890,negative,-0.698485
615138024,negative,-0.762087
615146749,neutral,0.0
615161320,neutral,0.0
615172790,negative,-0.644346
615198843,positive,0.750207
615199293,negative,-0.98904
615199621,negative,-0.89206
615199742,negative,-0.664364
615199893,negative,-0.967995
615200056,negative,-0.987829
615200468,negative,-0.997304
615213133,positive,0.541466
615221273,neutral,0.0
615225872,negative,-0.896667
615226234,negative,-0.696593
615226796,neutral,0.0
615227078,negative,-0.779732
615228314,negative,-0.887802
615233981,negative,-0.979864
615234327,negative,-0.9873
615234574,negative,-0.971168
615234691,negative,-0.987188
615235466,negative,-0.462925
615235644,neutral,0.0
615236194,negative,-0.860697
615237081,negative,-0.962871
615237239,negative,-0.876752
615250435,negative,-0.982975
615253139,neutral,0.0
615253411,positive,0.746543
615254088,negative,-0.811724
615254161,positive,0.750773
615254355,negative,-0.389025
615255030,negative,-0.681788
615256701,negative,-0.938817
615257466,negative,-0.837326
615257743,positive,0.89778
615279815,negative,-0.966226
615282768,positive,0.868537
615310375,negative,-0.975875
615312281,neutral,0.0
615313200,negative,-0.514062
615316806,neutral,0.0
615377303,negative,-0.875824
615378703,negative,-0.9714
615488741,negative,-0.658706
615538760,neutral,0.0
615557934,neutral,0.0
615585006,negative,-0.952456
31087522,negative,-0.657042
31093649,negative,-0.913743
31094389,neutral,0.0
31094566,negative,-0.488871
31095307,negative,-0.257523
31100585,positive,0.362911
31102987,negative,-0.39211
31105739,negative,-0.840945
19355592,negative,-0.930009
19355953,negative,-0.572735
19358319,negative,-0.539159
19378663,negative,-0.842804
19394631,neutral,0.0
19398273,negative,-0.593415
19398742,negative,-0.875956
19407725,negative,-0.963291
19411557,negative,-0.66252
19412714,negative,-0.96694
19421241,negative,-0.988508
19422884,positive,0.667974
19423081,positive,0.381166
19423775,neutral,0.0
19424483,neutral,0.0
19429232,negative,-0.961938
19439421,negative,-0.974686
19442623,positive,0.972011
19448512,neutral,0.0
19449475,negative,-0.808369
19450781,negative,-0.714495
19457273,negative,-0.872144
19466174,negative,-0.993744
19478368,neutral,0.0
19479498,negative,-0.766322
19481612,negative,-0.739969
19481781,negative,-0.678434
19481841,positive,0.981144
19481956,positive,0.363599
20779064,negative,-0.840776
20780142,neutral,0.0
20780542,positive,0.607223
20786584,negative,-0.650656
20786709,negative,-0.494025
20793069,negative,-0.887876
20793307,negative,-0.277895
20793653,negative,-0.833367
20795448,negative,-0.658847
20803113,neutral,0.0
20803497,negative,-0.408809
20810923,negative,-0.979356
20811112,positive,0.626647
20811937,negative,-0.753347
20813396,negative,-0.995355
20813689,negative,-0.604059
20818276,negative,-0.932484
19335189,negative,-0.826906
19335440,negative,-0.664771
19335887,negative,-0.952415
19336459,negative,-0.861172
19336799,neutral,0.0
19337823,negative,-0.304099
19342264,negative,-0.682962
19343415,negative,-0.958156
19343539,negative,-0.801489
19343676,negative,-0.965284
19350760,negative,-0.778154
19354280,negative,-0.988353
19354865,positive,0.929009
3370685,positive,0.957168
3578859,positive,0.983164
8229236,negative,-0.357569
8310821,neutral,0.0
8323109,negative,-0.854663
8323423,neutral,0.0
8324788,negative,-0.35408
8336206,neutral,0.0
8346526,negative,-0.938893
8347658,positive,0.993021
8347684,negative,-0.874746
8351483,neutral,0.0
8354624,negative,-0.960566
8355464,neutral,0.0
8356071,neutral,0.0
8357601,negative,-0.998582
8357736,neutral,0.0
8359431,negative,-0.932791
8397941,positive,0.972425
8402698,positive,0.433435
8424530,negative,-0.58747
8444859,neutral,0.0
8470953,neutral,0.0
8482919,neutral,0.0
8491505,positive,0.386222
8493037,neutral,0.0
8511540,neutral,0.0
10310099,negative,-0.498709
10311993,positive,0.737539
10316634,positive,0.612133
10322483,negative,-0.702847
10335102,negative,-0.402707
10337445,positive,0.70418
10343777,negative,-0.963099
590153836,negative,-0.521967
590176217,negative,-0.951638
590213387,neutral,0.0
590222496,neutral,0.0
590241157,negative,-0.964369
590241382,neutral,0.0
590260472,negative,-0.57177
590262031,neutral,0.0
590263404,negative,-0.908401
590272301,positive,0.989712
590272567,neutral,0.0
590287213,negative,-0.881342
590287826,negative,-0.961702
590291694,negative,-0.8563
590293670,negative,-0.421897
590301027,negative,-0.74506
590301294,negative,-0.770901
590309176,neutral,0.0
590309309,negative,-0.79784
590310945,negative,-0.984073
590337683,positive,0.508664
590342758,negative,-0.763608
590375091,negative,-0.881463
590376841,negative,-0.914548
590377517,negative,-0.383208
590381144,negative,-0.963571
590388458,negative,-0.582364
592859151,negative,-0.981853
592859642,negative,-0.810332
592859821,positive,0.738679
592860032,negative,-0.784272
592872878,negative,-0.986955
592882979,negative,-0.946293
592943729,negative,-0.890963
592944456,positive,0.343691
592952205,negative,-0.77305
592952880,negative,-0.652971
592960063,negative,-0.920359
615591295,positive,0.879153
615657710,negative,-0.739156
615659874,neutral,0.0
615669811,positive,0.611458
615693255,negative,-0.988406
615720605,neutral,0.0
615721885,negative,-0.82871
615721968,positive,0.318267
615723379,negative,-0.665258
615726377,neutral,0.0
618171714,negative,-0.972759
618172152,negative,-0.976251
618173057,negative,-0.679873
618173208,negative,-0.760609
618179742,negative,-0.976587
618180745,negative,-0.998461
618185956,negative,-0.880016
618187204,negative,-0.939576
618191672,negative,-0.96139
618223214,positive,0.747115
618223571,positive,0.403393
618224821,neutral,0.0
618243129,neutral,0.0
618243333,neutral,0.0
618310767,negative,-0.269479
618311871,negative,-0.638182
618313120,negative,-0.954657
618314477,negative,-0.98898
618316301,negative,-0.951703
618327859,negative,-0.728701
618342549,negative,-0.903771
618375751,negative,-0.94545
618377464,positive,0.698902
618377934,neutral,0.0
618378549,negative,-0.953423
618412622,negative,-0.737169
618413710,negative,-0.962702
618414136,negative,-0.751237
618415878,negative,-0.757475
618417928,neutral,0.0
618422729,negative,-0.819241
618449038,negative,-0.787131
618452357,negative,-0.97451
20820600,negative,-0.999989
20823568,negative,-0.529655
20839443,negative,-0.907481
20846634,negative,-0.610287
20846722,negative,-0.591563
20848503,positive,0.310704
20860788,positive,0.870718
20863277,positive,0.417479
20863547,positive,0.563489
20865234,negative,-0.9074
20866410,neutral,0.0
20866553,neutral,0.0
20866673,negative,-0.677688
20867423,neutral,0.0
20868224,neutral,0.0
20868436,negative,-0.985715
20868691,positive,0.994739
20876050,negative,-0.768982
20910450,negative,-0.9295
20917397,neutral,0.0
20928418,negative,-0.35897
20936622,negative,-0.820285
20937230,negative,-0.930603
20950381,negative,-0.551759
20954428,negative,-0.496845
20955197,negative,-0.79042
20955411,negative,-0.604192
20955852,positive,0.847754
20958691,neutral,0.0
20964040,neutral,0.0
20974521,negative,-0.957564
20993579,negative,-0.98388
21000864,negative,-0.456035
21001835,negative,-0.267959
21005242,negative,-0.44319
21007381,positive,0.57661
22132860,negative,-0.599811
22150247,negative,-0.790804
22151296,neutral,0.0
10346963,negative,-0.687868
10347678,negative,-0.654179
10355017,negative,-0.583346
10365624,negative,-0.517182
10368143,negative,-0.571257
10372876,negative,-0.894484
10387769,positive,0.873938
10393751,neutral,0.0
10411449,neutral,0.0
10420364,negative,-0.715898
10420815,neutral,0.0
10424130,negative,-0.702985
10445065,positive,0.529458
10458527,neutral,0.0
10470096,negative,-0.597921
10471642,positive,0.283885
10491092,negative,-0.618893
10493814,negative,-0.745125
10494131,neutral,0.0
10494187,neutral,0.0
10496976,negative,-0.947397
10511957,negative,-0.759151
12767721,negative,-0.793094
12768535,negative,-0.999825
12778686,negative,-0.977018
12806788,neutral,0.0
12807059,negative,-0.289081
12807839,negative,-0.966794
12807978,negative,-0.736501
12808386,negative,-0.979956
12816569,negative,-0.372722
12823018,negative,-0.73257
12835702,negative,-0.960024
12838931,neutral,0.0
12839443,positive,0.721191
12856668,negative,-0.830268
12861625,negative,-0.823674
12862196,positive,0.495949
592961243,negative,-0.684599
592962612,positive,0.406831
592984927,neutral,0.0
592985241,neutral,0.0
593008479,negative,-0.727862
593042301,positive,0.659511
593047027,neutral,0.0
593047209,positive,0.40612
593047908,neutral,0.0
593049862,positive,0.460896
593052594,neutral,0.0
593055543,negative,-0.842553
593080338,negative,-0.663193
593081201,negative,-0.739595
593091507,negative,-0.780951
593108564,negative,-0.745579
593129226,negative,-0.962872
593149318,neutral,0.0
593200285,neutral,0.0
593201606,neutral,0.0
593202135,negative,-0.72363
593210933,positive,0.976983
593222272,negative,-0.653255
593222440,negative,-0.561229
593225022,positive,0.503557
593238941,positive,0.837305
593247658,negative,-0.832601
593248681,positive,0.447656
593249357,negative,-0.992147
595922341,neutral,0.0
595948761,negative,-0.907546
597885691,negative,-0.863519
597885786,positive,0.969685
597886673,negative,-0.880287
597894157,neutral,0.0
597894534,negative,-0.830413
597898162,neutral,0.0
597909982,positive,0.94431
597955094,negative,-0.755166
597972951,negative,-0.988422
597989964,neutral,0.0
598000395,negative,-0.999932
598003395,negative,-0.83459
598007859,negative,-0.960881
598020206,positive,0.968345
598047862,negative,-0.906013
598059307,negative,-0.770525
598141868,negative,-0.929611
598143334,negative,-0.890883
598173932,neutral,0.0
598239896,neutral,0.0
598240523,negative,-0.849446
598252808,positive,0.352181
598256816,negative,-0.929788
598257968,negative,-0.984165
598266877,neutral,0.0
598269660,neutral,0.0
598271052,negative,-0.584016
598271895,negative,-0.709162
598279195,negative,-0.849293
598282638,negative,-0.938964
598294060,negative,-0.7349
598295126,negative,-0.575139
598407227,negative,-0.563205
598408494,negative,-0.941634
598416349,negative,-0.858585
598440560,negative,-0.941424
598450430,positive,0.391875
598455490,negative,-0.732856
618478506,positive,0.849098
618481355,negative,-0.966144
618489184,positive,0.333903
618503290,negative,-0.762115
618507356,negative,-0.988264
618519659,negative,-0.966194
618526723,negative,-0.979655
621284971,negative,-0.929156
621284996,negative,-0.686227
621285333,negative,-0.912129
621285569,negative,-0.718887
621285891,negative,-0.980493
621286348,negative,-0.969358
621295470,negative,-0.652295
621300621,neutral,0.0
621304532,negative,-0.930204
621326879,neutral,0.0
621328381,neutral,0.0
621334043,negative,-0.606593
621334254,negative,-0.976672
621378749,positive,0.448798
621399230,positive,0.58136
621428677,negative,-0.739625
621435801,neutral,0.0
621505880,positive,0.9438
621506877,negative,-0.748915
621506915,negative,-0.771486
621509080,neutral,0.0
621519913,negative,-0.644359
621531217,negative,-0.94766
621561160,negative,-0.939922
621561565,negative,-0.921608
621582200,positive,0.581418
621613949,negative,-0.65612
621615653,negative,-0.69102
621629094,negative,-0.991609
621635918,positive,0.408393
621650975,neutral,0.0
621675306,negative,-0.40375
621677399,negative,-0.555716
621685201,negative,-0.912871
621692435,neutral,0.0
624540030,negative,-0.919428
624577915,positive,0.592997
624595531,negative,-0.803922
624623059,positive,0.593051
624639353,negative,-0.973404
22154481,negative,-0.342859
22162181,negative,-0.70248
22174651,negative,-0.643752
22209900,neutral,0.0
22213628,negative,-0.780529
22218414,negative,-0.954534
22221597,negative,-0.806732
22248271,negative,-0.804479
22256402,negative,-0.881585
22257001,negative,-0.764098
22259025,negative,-0.385231
22265258,negative,-0.865776
22266565,negative,-0.883964
22267805,negative,-0.434373
22299966,positive,0.627615
22306182,negative,-0.98713
22306219,negative,-0.704412
22306324,neutral,0.0
22309104,negative,-0.973023
22312822,negative,-0.849801
22319405,negative,-0.563759
22325734,positive,0.500644
22345481,negative,-0.997316
22358485,negative,-0.581534
22362729,negative,-0.924928
22386518,negative,-0.723219
22415962,negative,-0.804256
22416522,neutral,0.0
22417811,positive,0.797998
22419260,negative,-0.791253
23536027,negative,-0.721485
23536943,positive,0.723637
23537597,negative,-0.924919
23541017,negative,-0.902958
23541584,negative,-0.866602
23543111,negative,-0.901181
23554887,negative,-0.92017
23559889,neutral,0.0
23570569,positive,0.969713
23570827,positive,0.901272
23571038,positive,0.619751
23571489,positive,0.571283
23571761,negative,-0.971547
23584931,negative,-0.935909
23589321,positive,0.486876
12864272,negative,-0.815329
12864990,neutral,0.0
12876916,neutral,0.0
12881685,positive,0.477387
12881870,neutral,0.0
12882735,positive,0.726037
12906025,neutral,0.0
12930390,negative,-0.677104
12932289,negative,-0.975691
12970810,positive,0.56745
12978585,negative,-0.900175
12978832,negative,-0.886696
12978864,negative,-0.481357
12978893,negative,-0.847042
12978951,negative,-0.936074
13057174,negative,-0.579336
13161398,negative,-0.616004
15884757,negative,-0.743903
15887017,negative,-0.847376
15893390,neutral,0.0
15895292,negative,-0.548989
15900470,negative,-0.448719
15904813,negative,-0.629436
15927385,neutral,0.0
15958192,negative,-0.788982
16043876,negative,-0.877746
16058204,neutral,0.0
16061119,negative,-0.400442
16128475,neutral,0.0
16177902,neutral,0.0
16183696,negative,-0.318561
16251941,neutral,0.0
16308351,positive,0.645431
16338904,negative,-0.748805
